"Date","Avg.Wind","Precipitation","Temp.Max","Temp.Min","DAILY_AQI_VALUE"
2013-12-16,1.57,0,85,60,19
2013-12-17,0.89,0,82,58,20
2013-12-18,0.67,0,71,57,21
2013-12-19,1.57,0.11,57,47,20
2013-12-20,1.34,0,65,44,19
2013-12-21,0.22,0,61,46,26
2013-12-22,0.89,0,69,45,27
2013-12-23,0.45,0,75,48,25
2013-12-24,0.22,0,79,51,28
2013-12-25,0.22,0,82,47,31
2013-12-26,0.22,0,80,46,27.5
2013-12-27,1.12,0,85,49,24
2013-12-28,0.67,0,73,51,26
2013-12-29,0.22,0,76,44,28
2013-12-30,0.67,0,75,47,20
2013-12-31,0.45,0,72,44,19
2014-01-01,0,0,71,44,18
2014-01-02,1.12,0,81,52,22
2014-01-03,0.22,0,72,48,10
2014-01-04,0.22,0,69,50,24
2014-01-05,0.22,0,77,45,30
2014-01-06,0.67,0,78,49,19
2014-01-07,0.22,0,69,48,10
2014-01-08,0.67,0,68,47,15
2014-01-09,0.22,0,63,51,23
2014-01-10,0.22,0,70,47,19
2014-01-11,0.67,0,73,48,23
2014-01-12,1.12,0,71,50,26
2014-01-13,0,0,80,46,20
2014-01-14,0,0,82,48,15
2014-01-15,0,0,85,48,17
2014-01-16,0,0,85,49,17
2014-01-17,0.89,0,85,52,27
2014-01-18,0.89,0,84,52,28
2014-01-19,0,0,80,48,23
2014-01-20,0.22,0,81,47,27
2014-01-21,0.22,0,78,54,8
2014-01-22,0.45,0,77,54,15
2014-01-23,0,0,72,51,16
2014-01-24,0,0,73,55,8
2014-01-25,1.12,0,77,56,28
2014-01-26,0.89,0,69,52,27
2014-01-27,0.89,0,69,52,22
2014-01-28,0.89,0,70,49,18
2014-01-29,0.22,0,70,52,16
2014-01-30,1.57,0,63,57,28
2014-01-31,2.91,0,65,53,30.5
2014-02-01,0.89,0,66,50,33
2014-02-02,2.01,0.14,63,47,30
2014-02-03,1.34,0,63,46,30
2014-02-04,0.22,0,63,48,31.5
2014-02-05,1.57,0,64,48,33
2014-02-06,2.24,0.09,60,52,28
2014-02-07,0.89,0,63,50,23
2014-02-08,1.12,0,66,52,27
2014-02-09,0.67,0,67,54,22
2014-02-10,1.57,0,73,53,19
2014-02-11,0,0,75,54,18
2014-02-12,1.12,0,80,51,24
2014-02-13,1.12,0,80,52,23
2014-02-14,0,0,79,50,22
2014-02-15,0.67,0,78,51,22
2014-02-16,0.45,0,75,54,27
2014-02-17,0.89,0,71,50,25
2014-02-18,0.89,0,68,56,25
2014-02-19,2.01,0,66,54,31
2014-02-20,1.12,0,82,51,27
2014-02-21,1.12,0,79,55,37
2014-02-22,0.22,0,76,51,37
2014-02-23,1.12,0,73,49,50
2014-02-24,1.12,0,73,52,40
2014-02-25,2.24,0,71,56,30
2014-02-26,2.24,0.06,67,57,26
2014-02-27,2.91,1.05,71,56,25
2014-02-28,4.92,2.24,62,56,24
2014-03-01,4.92,1,61,54,25
2014-03-02,1.57,0.17,62,54,30
2014-03-03,1.79,0,68,51,24
2014-03-04,1.57,0,69,54,21
2014-03-05,1.12,0,72,54,26
2014-03-06,2.68,0,72,57,31
2014-03-07,1.57,0,71,56,28
2014-03-08,1.34,0,81,51,42
2014-03-09,2.46,0,84,58,49
2014-03-10,1.34,0,80,56,38
2014-03-11,0.67,0,78,54,31
2014-03-12,1.79,0,80,54,37
2014-03-13,1.57,0,71,57,39
2014-03-14,0.89,0,71,52,31
2014-03-15,0.67,0,81,54,49
2014-03-16,1.57,0,90,56,67
2014-03-17,2.91,0,74,56,35
2014-03-18,2.46,0,75,58,36
2014-03-19,0.89,0,79,56,37
2014-03-20,1.12,0,73,55,38
2014-03-21,1.34,0,67,55,38
2014-03-22,1.79,0,68,56,41
2014-03-23,1.57,0,69,53,43
2014-03-24,1.57,0,66,58,39
2014-03-25,1.12,0,65,57,38
2014-03-26,4.7,0.01,66,55,36
2014-03-27,2.01,0,69,51,35
2014-03-28,3.13,0,71,56,37
2014-03-29,1.79,0,76,53,41
2014-03-30,2.68,0,72,56,44
2014-03-31,3.36,0,68,54,36
2014-04-01,3.8,0.25,63,50,41
2014-04-02,2.24,0.04,62,49,38
2014-04-03,2.91,0,68,49,38
2014-04-04,2.46,0,65,53,38
2014-04-05,3.8,0,67,54,38
2014-04-06,1.34,0,78,52,45
2014-04-07,2.01,0,85,55,43
2014-04-08,1.79,0,88,58,48
2014-04-09,0.89,0,89,57,45
2014-04-10,0.67,0,81,50,33
2014-04-11,2.01,0,79,55,35.5
2014-04-12,1.79,0,67,57,38
2014-04-13,1.79,0,67,56,40
2014-04-14,1.79,0,77,53,44
2014-04-15,1.79,0,72,55,41
2014-04-16,2.46,0,73,57,38
2014-04-17,2.01,0,71,59,35
2014-04-18,2.68,0,73,61,38
2014-04-19,1.79,0,72,57,42
2014-04-20,1.12,0,75,59,47
2014-04-21,1.57,0,76,57,42
2014-04-22,2.46,0,69,58,39
2014-04-23,2.46,0,71,56,43
2014-04-24,1.79,0,79,55,49
2014-04-25,4.03,0.06,71,54,39
2014-04-26,3.36,0,68,50,40
2014-04-27,3.8,0,71,55,41
2014-04-28,2.46,0,77,57,38
2014-04-29,1.34,0,92,59,64
2014-04-30,1.34,0,91,62,74
2014-05-01,1.34,0,92,63,67
2014-05-02,1.34,0,96,62,100
2014-05-03,1.34,0,89,63,105
2014-05-04,1.79,0,81,59,47
2014-05-05,3.58,0,72,57,36
2014-05-06,4.47,0,68,56,34
2014-05-07,3.58,0,68,57,34
2014-05-08,2.24,0,71,57,42
2014-05-09,1.34,0,72,56,41
2014-05-10,2.24,0,72,58,40
2014-05-11,3.58,0,86,58,44.5
2014-05-12,1.79,0,90,59,49
2014-05-13,2.46,0,94,65,80
2014-05-14,2.01,0,99,63,87
2014-05-15,2.01,0,102,71,94
2014-05-16,1.57,0,95,68,101
2014-05-17,1.12,0,85,63,54
2014-05-18,2.01,0,75,63,44
2014-05-19,2.01,0,74,61,38
2014-05-20,2.46,0,70,57,31
2014-05-21,2.68,0,71,59,29
2014-05-22,1.79,0,71,57,27
2014-05-23,2.01,0,70,61,29
2014-05-24,1.12,0,69,61,31
2014-05-25,1.34,0,75,62,41
2014-05-26,2.24,0,79,61,51
2014-05-27,1.79,0,80,62,45.5
2014-05-28,1.79,0,79,65,40
2014-05-29,2.01,0,78,63,34
2014-05-30,1.12,0,78,60,43
2014-05-31,1.57,0,80,61,47
2014-06-01,1.12,0,80,61,48
2014-06-02,1.79,0,75,60,35
2014-06-03,1.34,0,79,58,43
2014-06-04,2.01,0,78,59,40
2014-06-05,1.79,0,78,59,39
2014-06-06,2.24,0,75,60,32
2014-06-07,1.34,0,74,61,40.5
2014-06-08,2.01,0,77,60,49
2014-06-09,1.57,0,76,59,44
2014-06-10,1.34,0,74,63,42.5
2014-06-11,1.79,0,76,62,41
2014-06-12,2.91,0,74,61,40
2014-06-13,1.57,0,73,60,40
2014-06-14,2.01,0,75,59,48
2014-06-15,2.68,0,74,61,47
2014-06-16,2.01,0,73,61,34
2014-06-17,2.01,0,78,59,36
2014-06-18,2.01,0,77,59,35
2014-06-19,2.24,0,76,59,41
2014-06-20,1.12,0,80,60,44
2014-06-21,1.79,0,81,62,46
2014-06-22,1.79,0,77,63,46
2014-06-23,2.46,0,77,63,42
2014-06-24,2.01,0,79,63,44
2014-06-25,2.46,0,76,63,44
2014-06-26,2.01,0,76,64,41
2014-06-27,2.24,0,78,64,36
2014-06-28,1.57,0,80,64,44
2014-06-29,2.01,0,79,64,48
2014-06-30,2.01,0,77,64,37
2014-07-01,2.91,0,79,66,41
2014-07-02,2.01,0,80,64,45
2014-07-03,2.01,0,85,65,74
2014-07-04,2.01,0,87,65,74
2014-07-05,1.57,0,89,67,43
2014-07-06,2.01,0,87,67,31
2014-07-07,2.01,0,89,66,36
2014-07-08,2.01,0,86,68,43
2014-07-09,2.91,0,82,67,45
2014-07-10,2.46,0,85,66,41
2014-07-11,2.91,0,80,65,32
2014-07-12,2.24,0,82,65,38
2014-07-13,2.01,0,82,67,44
2014-07-14,1.57,0,80,68,23
2014-07-15,2.68,0,82,69,30
2014-07-16,3.36,0,81,66,31
2014-07-17,2.68,0,80,65,28
2014-07-18,2.68,0,79,64,29
2014-07-19,2.01,0,75,66,21
2014-07-20,2.24,0,80,66,35
2014-07-21,2.91,0,81,66,30
2014-07-22,2.46,0,85,65,31
2014-07-23,1.57,0,88,65,35
2014-07-24,2.46,0,92,65,47
2014-07-25,2.01,0,88,69,44
2014-07-26,2.24,0,86,68,42
2014-07-27,2.68,0,84,67,40
2014-07-28,2.91,0,88,68,41
2014-07-29,1.57,0,88,68,37
2014-07-30,1.79,0,90,68,47
2014-07-31,2.01,0,87,67,40
2014-08-01,2.24,0,85,66,43
2014-08-02,2.01,0.02,90,65,44
2014-08-03,2.01,0.02,85,72,33
2014-08-04,2.01,0,87,65,41
2014-08-05,2.24,0,82,63,37
2014-08-06,2.24,0,77,63,35.5
2014-08-07,2.01,0,81,64,34
2014-08-08,2.01,0,82,65,47
2014-08-09,2.01,0,82,67,54
2014-08-10,1.79,0,85,66,71
2014-08-11,2.68,0,85,65,33
2014-08-12,2.91,0,84,66,36
2014-08-13,2.46,0,81,65,33
2014-08-14,2.01,0,83,65,39
2014-08-15,2.01,0,89,63,40
2014-08-16,1.79,0,90,66,42
2014-08-17,1.57,0,89,66,58
2014-08-18,1.79,0,86,65,47
2014-08-19,2.68,0,82,69,37
2014-08-20,2.91,0,84,67,38
2014-08-21,2.24,0,80,65,31
2014-08-22,2.46,0,81,66,38
2014-08-23,2.68,0,85,66,44
2014-08-24,1.79,0,83,67,51
2014-08-25,2.01,0,80,64,34
2014-08-26,1.57,0,84,65,42
2014-08-27,2.01,0,91,66,61
2014-08-28,1.57,0,91,68,48
2014-08-29,2.01,0,90,65,51
2014-08-30,1.79,0,89,65,108
2014-08-31,2.46,0,87,69,77
2014-09-01,1.79,0,85,70,97
2014-09-02,2.24,0,84,68,45
2014-09-03,2.24,0,83,67,44
2014-09-04,2.01,0,80,66,44
2014-09-05,2.01,0,83,66,61
2014-09-06,2.01,0,86,65,90
2014-09-07,1.57,0,92,68,87
2014-09-08,1.12,0.01,88,71,37
2014-09-09,2.01,0,91,68,35
2014-09-10,1.79,0,87,64,43
2014-09-11,1.79,0,89,67,50
2014-09-12,2.01,0,91,68,51
2014-09-13,1.34,0,94,69,93
2014-09-14,1.12,0,98,71,119
2014-09-15,1.34,0,94,73,58
2014-09-16,1.57,0,103,76,105
2014-09-17,1.57,0,96,72,44
2014-09-18,2.46,0,81,67,27
2014-09-19,2.01,0,82,67,32
2014-09-20,1.57,0,78,66,35
2014-09-21,1.34,0,79,65,44
2014-09-22,2.01,0,80,63,42
2014-09-23,1.12,0,84,63,48
2014-09-24,1.57,0,88,62,42
2014-09-25,1.12,0,85,67,36
2014-09-26,1.57,0,83,65,38
2014-09-27,2.01,0,77,63,45
2014-09-28,2.68,0,79,64,46
2014-09-29,1.79,0,78,61,44
2014-09-30,1.57,0,85,64,67
2014-10-01,2.46,0,82,64,44
2014-10-02,1.34,0,98,64,58
2014-10-03,1.57,0,98,67,74
2014-10-04,1.34,0,97,65,100
2014-10-05,0.67,0,95,65,172
2014-10-06,0.22,0,92,64,100
2014-10-07,1.12,0,93,64,90
2014-10-08,1.34,0,87,63,50
2014-10-09,2.24,0,80,67,42
2014-10-10,1.79,0,79,64,51
2014-10-11,0.67,0,81,64,58
2014-10-12,1.12,0,81,67,87
2014-10-13,0.89,0,82,65,51
2014-10-14,1.12,0,76,66,36
2014-10-15,1.12,0,78,63,36
2014-10-16,2.01,0,77,61,37
2014-10-17,1.34,0,76,62,44
2014-10-18,1.34,0,78,61,54
2014-10-19,1.12,0,77,62,51
2014-10-20,1.34,0,79,63,41
2014-10-21,1.57,0,78,64,41
2014-10-22,1.12,0,84,60,58
2014-10-23,0.45,0,85,60,93
2014-10-24,0.67,0,88,59,50
2014-10-25,0.89,0,80,61,44
2014-10-26,1.79,0,78,61,44
2014-10-27,1.57,0,77,62,44
2014-10-28,1.12,0,78,59,44
2014-10-29,1.12,0,85,59,54
2014-10-30,1.12,0,81,60,41
2014-10-31,0.45,0.25,71,60,30
2014-11-01,2.24,0.18,67,55,44
2014-11-02,1.12,0,70,51,44
2014-11-03,1.34,0,77,52,32
2014-11-04,0.45,0,77,51,31
2014-11-05,0.67,0,85,53,33
2014-11-06,1.57,0,90,61,32
2014-11-07,2.01,0,89,60,35.5
2014-11-08,0.89,0,89,59,39
2014-11-09,0.45,0,77,58,44
2014-11-10,2.01,0,70,62,39
2014-11-11,2.91,0,69,62,36
2014-11-12,1.12,0,70,58,33.6666666666667
2014-11-13,1.12,0,70,55,31.3333333333333
2014-11-14,0.67,0,73,60,29
2014-11-15,1.57,0,72,58,39
2014-11-16,1.34,0,74,55,41
2014-11-17,0.67,0,76,53,33
2014-11-18,1.34,0,77,52,27
2014-11-19,1.12,0,74,53,33
2014-11-20,0.89,0,70,53,31
2014-11-21,1.57,0,73,55,32
2014-11-22,1.12,0,73,52,34
2014-11-23,1.34,0,80,57,32
2014-11-24,1.12,0,80,53,28
2014-11-25,1.12,0,80,52,34
2014-11-26,1.34,0,85,53,21
2014-11-27,1.57,0,89,58,40
2014-11-28,0.22,0,81,53,34
2014-11-29,2.24,0,74,51,50
2014-11-30,4.7,0.3,66,60,28
2014-12-01,1.12,0,69,57,16
2014-12-02,4.92,1.21,66,58,20
2014-12-03,2.46,0.31,67,59,11
2014-12-04,1.12,0,71,57,27
2014-12-05,0.22,0,69,57,27
2014-12-06,0.67,0,71,55,27
2014-12-07,0.45,0,76,54,30
2014-12-08,0.89,0,78,55,25
2014-12-09,0.89,0,76,54,22
2014-12-10,0.45,0,73,53,12
2014-12-11,5.14,0.01,67,60,31
2014-12-12,3.36,1.6,65,52,37
2014-12-13,1.34,0,66,48,33
2014-12-14,0.67,0,66,47,35
2014-12-15,0.67,0,65,47,23
2014-12-16,2.24,0.41,60,54,14
2014-12-17,1.12,0.15,65,51,32
2014-12-18,0.89,0,62,48,19
2014-12-19,0.89,0,66,49,23
2014-12-20,0.89,0,64,50,16
2014-12-21,0.22,0,68,50,20
2014-12-22,0.22,0,75,50,14
2014-12-23,0.45,0,83,51,18
2014-12-24,0.89,0,75,53,28
2014-12-25,6.49,0,65,50,43
2014-12-26,1.12,0,63,42,30
2014-12-27,1.12,0,63,39,35
2014-12-28,1.12,0,63,43,31
2014-12-29,0.67,0,63,41,28
2014-12-30,4.47,0.19,56,47,25
2014-12-31,2.24,0,57,41,30
2015-01-01,1.34,0,59,37,35
2015-01-02,0.67,0,61,39,31
2015-01-03,1.12,0,63,40,35
2015-01-04,1.12,0,69,42,32
2015-01-05,1.34,0,81,50,22
2015-01-06,2.46,0,84,57,23
2015-01-07,0.89,0,85,53,21
2015-01-08,0.67,0,75,51,13
2015-01-09,0.67,0,72,56,19
2015-01-10,0.67,0.48,63,52,12
2015-01-11,0.67,0.5,63,56,26
2015-01-12,0.89,0,66,53,19
2015-01-13,0.89,0,68,54,25
2015-01-14,0.67,0,73,47,30
2015-01-15,2.01,0,76,51,27
2015-01-16,1.12,0,77,50,25
2015-01-17,1.34,0,78,50,30
2015-01-18,0.67,0,75,53,31
2015-01-19,0.22,0,72,50,24
2015-01-20,0.45,0,63,53,19
2015-01-21,0.67,0,71,54,30
2015-01-22,0.22,0,75,47,21
2015-01-23,1.12,0,75,50,28
2015-01-24,0.22,0,82,49,30
2015-01-25,0.45,0,83,48,33
2015-01-26,2.91,0.08,80,57,27
2015-01-27,1.34,0,74,57,23
2015-01-28,0.89,0,75,56,19
2015-01-29,0.67,0,75,60,17
2015-01-30,1.12,0.03,70,59,16
2015-01-31,1.12,0,71,56,36
2015-02-01,0.89,0,76,49,33
2015-02-02,0.67,0,78,51,31
2015-02-03,0.67,0,72,51,21
2015-02-04,0.45,0,72,56,27
2015-02-05,1.12,0,82,53,43
2015-02-06,2.01,0,75,54,44
2015-02-07,0.89,0.02,69,54,19
2015-02-08,1.34,0,77,59,29
2015-02-09,1.79,0,73,58,28
2015-02-10,0.22,0,78,53,32
2015-02-11,1.12,0,85,55,38
2015-02-12,1.34,0,85,56,43
2015-02-13,2.01,0,88,57,45
2015-02-14,1.34,0,86,56,50
2015-02-15,1.12,0,80,54,74
2015-02-16,1.12,0,70,56,44
2015-02-17,1.34,0,71,57,48
2015-02-18,0.67,0,75,55,44
2015-02-19,0.45,0,72,57,50
2015-02-20,1.12,0,70,56,43
2015-02-21,2.46,0,69,57,45
2015-02-22,1.79,0.7,64,53,39
2015-02-23,2.24,0,65,50,37
2015-02-24,3.36,0,74,46,41
2015-02-25,1.12,0,72,51,36
2015-02-26,0.67,0,70,51,36
2015-02-27,2.24,0,66,55,37
2015-02-28,1.34,0.11,65,52,42
2015-03-01,3.13,0.66,65,50,38
2015-03-02,2.01,0.21,63,49,35
2015-03-03,1.79,0,67,48,40
2015-03-04,2.24,0,72,48,44
2015-03-05,1.57,0,77,51,48
2015-03-06,0.89,0,83,49,39
2015-03-07,1.34,0,86,54,54
2015-03-08,0.67,0,78,53,49
2015-03-09,0.45,0,73,57,51
2015-03-10,1.79,0,80,55,44
2015-03-11,0.89,0,73,60,29
2015-03-12,0.89,0,86,56,49
2015-03-13,1.34,0,90,61,50
2015-03-14,1.12,0,93,62,84
2015-03-15,1.34,0,92,66,93
2015-03-16,1.12,0,90,66,84
2015-03-17,1.34,0,82,63,71
2015-03-18,3.13,0,75,62,45
2015-03-19,1.79,0,76,60,47
2015-03-20,2.01,0,78,59,71
2015-03-21,2.01,0,75,62,74
2015-03-22,1.12,0,72,59,49
2015-03-23,1.57,0,73,57,40
2015-03-24,3.36,0,75,58,43
2015-03-25,1.34,0,84,60,50
2015-03-26,1.34,0,92,61,51
2015-03-27,1.57,0,91,62,90
2015-03-28,1.12,0,81,61,49
2015-03-29,1.79,0,78,56,58
2015-03-30,1.34,0,78,57,58
2015-03-31,1.34,0,73,57,45
2015-04-01,2.01,0,74,58,51
2015-04-02,2.01,0,75,54,67
2015-04-03,2.46,0,86,57,77
2015-04-04,2.01,0,84,59,97
2015-04-05,2.24,0,71,57,74
2015-04-06,1.79,0,67,53,49
2015-04-07,1.57,0.13,67,51,45
2015-04-08,2.01,0,70,49,47
2015-04-09,2.01,0,76,53,49
2015-04-10,1.57,0,71,54,64
2015-04-11,1.79,0,72,53,67
2015-04-12,1.79,0,77,57,97
2015-04-13,2.24,0,75,58,49
2015-04-14,2.24,0,73,58,50
2015-04-15,1.12,0,80,57,80
2015-04-16,1.57,0,81,54,80
2015-04-17,2.01,0,81,56,74
2015-04-18,2.24,0,81,56,87
2015-04-19,1.57,0,75,55,84
2015-04-20,2.01,0,70,55,50
2015-04-21,1.79,0,67,58,48
2015-04-22,1.79,0,69,57,46
2015-04-23,2.01,0,69,55,44
2015-04-24,1.12,0,67,57,40
2015-04-25,2.91,0,66,56,37
2015-04-26,4.03,0,77,54,50
2015-04-27,2.46,0,82,57,90
2015-04-28,2.01,0,92,61,101
2015-04-29,1.34,0,89,60,75
2015-04-30,2.46,0,86,60,49
2015-05-01,1.79,0,84,57,50
2015-05-02,2.01,0,80,59,50
2015-05-03,2.01,0,74,58,50
2015-05-04,2.01,0,69,56,45
2015-05-05,2.46,0,67,58,42
2015-05-06,1.34,0,67,58,44
2015-05-07,1.57,0.03,65,54,42
2015-05-08,2.46,0.18,63,50,39
2015-05-09,1.12,0,69,55,38
2015-05-10,1.34,0,72,54,49
2015-05-11,1.57,0,76,57,50
2015-05-12,2.01,0,72,57,47
2015-05-13,3.58,0,69,58,47
2015-05-14,2.46,0.69,68,53,35
2015-05-15,2.91,0.03,66,55,44
2015-05-16,2.24,0,71,56,44
2015-05-17,1.34,0,72,58,46
2015-05-18,1.12,0,71,60,45
2015-05-19,1.79,0,73,56,44
2015-05-20,1.34,0,72,57,43
2015-05-21,0.89,0,71,57,43
2015-05-22,2.01,0,69,57,37
2015-05-23,1.34,0,71,57,42
2015-05-24,1.57,0,70,58,46
2015-05-25,1.12,0,71,57,46
2015-05-26,1.34,0,69,59,41
2015-05-27,2.01,0,72,58,45
2015-05-28,1.79,0,75,57,45
2015-05-29,1.34,0,77,58,67
2015-05-30,0.89,0,77,59,74
2015-05-31,1.34,0,73,59,87
2015-06-01,1.34,0,75,59,61
2015-06-02,2.01,0,76,60,33
2015-06-03,2.68,0,74,61,38
2015-06-04,0.89,0,70,61,34
2015-06-05,2.68,0,73,60,40
2015-06-06,1.79,0,72,58,43
2015-06-07,1.57,0,77,60,48
2015-06-08,1.79,0,85,60,71
2015-06-09,3.13,0.01,86,62,35
2015-06-10,2.01,0,73,62,35
2015-06-11,1.57,0,75,62,37
2015-06-12,1.12,0,72,63,29
2015-06-13,1.34,0,72,63,34
2015-06-14,1.79,0,77,63,49
2015-06-15,1.79,0,78,62,48
2015-06-16,1.57,0,79,61,54
2015-06-17,1.57,0,78,62,97
2015-06-18,1.12,0,81,62,84
2015-06-19,1.12,0,82,58,112
2015-06-20,1.34,0,85,63,112
2015-06-21,2.01,0,82,64,50
2015-06-22,1.34,0,83,62,45
2015-06-23,1.57,0,84,63,58
2015-06-24,1.12,0,83,63,49
2015-06-25,2.01,0,81,62,44
2015-06-26,1.57,0,78,60,43
2015-06-27,0.89,0,77,62,21
2015-06-28,1.12,0,86,67,49
2015-06-29,1.34,0,91,68,42
2015-06-30,0.89,0,89,67,38.5
2015-07-01,1.57,0,84,67,35
2015-07-02,2.01,0,83,65,38
2015-07-03,1.34,0,80,63,42
2015-07-04,1.12,0,79,63,36
2015-07-05,1.57,0,75,64,36
2015-07-06,1.34,0,75,64,34
2015-07-07,1.12,0,77,65,42
2015-07-08,1.79,0,75,66,31
2015-07-09,1.34,0,76,64,28
2015-07-10,2.24,0,76,62,27
2015-07-11,1.34,0,79,62,35
2015-07-12,1.57,0,81,62,36
2015-07-13,1.79,0,84,64,36
2015-07-14,2.01,0,84,64,38.5
2015-07-15,2.24,0,81,65,41
2015-07-16,2.01,0,81,65,42
2015-07-17,1.12,0,81,63,49
2015-07-18,2.01,0.36,87,65,30
2015-07-19,2.46,0.02,92,72,37
2015-07-20,2.01,0,85,70,23
2015-07-21,1.79,0,80,70,20
2015-07-22,1.79,0,81,68,26
2015-07-23,1.12,0,82,68,30
2015-07-24,1.79,0,85,67,32
2015-07-25,1.57,0,87,67,47
2015-07-26,1.34,0,85,67,35
2015-07-27,2.24,0,82,67,36
2015-07-28,1.34,0,85,66,44
2015-07-29,2.01,0,82,65,47
2015-07-30,1.57,0,83,68,43
2015-07-31,2.01,0,84,67,43
2015-08-01,2.01,0,83,67,45
2015-08-02,0.89,0,84,66,45
2015-08-03,0.89,0,84,67,44
2015-08-04,2.24,0,88,67,37
2015-08-05,1.34,0,88,67,41
2015-08-06,1.12,0,86,67,35
2015-08-07,1.34,0,81,66,40
2015-08-08,1.57,0,81,65,45
2015-08-09,1.57,0,78,63,43
2015-08-10,2.01,0,78,63,42
2015-08-11,1.12,0,81,63,46
2015-08-12,1.34,0,85,63,42
2015-08-13,1.12,0,91,68,39
2015-08-14,1.57,0,91,68,42
2015-08-15,1.12,0,96,71,108
2015-08-16,1.34,0,95,68,84
2015-08-17,2.24,0,88,69,43
2015-08-18,1.79,0,86,68,39
2015-08-19,2.24,0,82,67,47
2015-08-20,2.24,0,81,67,49
2015-08-21,0.89,0,80,67,44
2015-08-22,2.01,0,83,68,71
2015-08-23,1.57,0,83,66,64
2015-08-24,1.12,0,87,67,48
2015-08-25,1.34,0,87,71,35
2015-08-26,1.79,0,92,73,74
2015-08-27,0.89,0,93,71,58
2015-08-28,1.12,0,97,73,77
2015-08-29,1.57,0,94,73,51
2015-08-30,1.57,0,90,71,40
2015-08-31,2.01,0,85,69,39
2015-09-01,2.01,0,83,69,37
2015-09-02,1.57,0,81,67,41
2015-09-03,2.24,0,80,66,40
2015-09-04,2.46,0,79,66,43
2015-09-05,1.79,0,85,65,64
2015-09-06,1.34,0,90,64,90
2015-09-07,1.34,0,94,68,64
2015-09-08,1.12,0,97,73,36
2015-09-09,1.34,0,101,76,45
2015-09-10,1.79,0,96,78,48
2015-09-11,1.34,0,95,76,44
2015-09-12,1.57,0,90,76,36
2015-09-13,2.01,0,91,72,38
2015-09-14,1.79,0,84,71,25
2015-09-15,3.8,2.39,80,67,20
2015-09-16,1.12,0,78,66,33
2015-09-17,1.12,0,82,65,43.5
2015-09-18,1.57,0,87,65,54
2015-09-19,0.89,0,92,67,105
2015-09-20,2.01,0,98,70,105
2015-09-21,2.24,0,86,72,40
2015-09-22,2.01,0,84,70,44
2015-09-23,1.12,0,86,68,54
2015-09-24,0.89,0,92,68,80
2015-09-25,0.89,0,93,69,67
2015-09-26,0.89,0,92,70,49
2015-09-27,0.89,0,90,67,93
2015-09-28,1.34,0,88,68,41
2015-09-29,0.67,0,87,64,39
2015-09-30,0.89,0,89,66,45
2015-10-01,2.01,0,87,69,39
2015-10-02,2.91,0,84,68,39
2015-10-03,2.24,0,84,65,47
2015-10-04,1.34,0.05,73,62,44
2015-10-05,1.12,0.4,76,62,35
2015-10-06,1.57,0,78,62,42
2015-10-07,1.34,0,84,64,49
2015-10-08,0.45,0,89,65,51
2015-10-09,1.12,0,100,68,49
2015-10-10,2.01,0,100,72,64
2015-10-11,2.01,0,100,74,90
2015-10-12,0.89,0,93,73,71
2015-10-13,2.46,0,92,74,39
2015-10-14,0.89,0,86,72,25
2015-10-15,2.01,0,83,70,25
2015-10-16,1.34,0,75,70,25
2015-10-17,1.12,0,82,69,40
2015-10-18,1.34,0,79,68,35
2015-10-19,1.12,0,79,65,30
2015-10-20,1.79,0,80,62,35
2015-10-21,2.01,0,84,63,36
2015-10-22,1.34,0,80,65,32
2015-10-23,1.12,0,80,62,39
2015-10-24,0.89,0,90,63,49
2015-10-25,0.89,0,86,66,40
2015-10-26,1.12,0,88,61,71
2015-10-27,0.67,0,82,61,34
2015-10-28,1.34,0,80,66,34
2015-10-29,5.82,0,83,68,41
2015-10-30,1.34,0,86,65,30
2015-10-31,0.89,0,89,60,44
2015-11-01,0.67,0,86,59,74
2015-11-02,3.13,0,75,59,31
2015-11-03,1.79,0,70,53,32
2015-11-04,2.01,0,69,50,31
2015-11-05,2.01,0,71,50,31
2015-11-06,0.45,0,77,51,28
2015-11-07,2.24,0,80,50,40
2015-11-08,1.79,0,78,52,45
2015-11-09,2.68,0,68,55,33
2015-11-10,2.68,0,68,50,38
2015-11-11,1.12,0,72,48,35
2015-11-12,1.12,0,77,51,33
2015-11-13,0.89,0,82,50,27
2015-11-14,1.12,0,78,51,35
2015-11-15,4.03,0,69,51,39
2015-11-16,6.49,0,63,50,35
2015-11-17,0.22,0,72,45,24.5
2015-11-18,0.22,0,76,48,14
2015-11-19,1.12,0,86,51,25
2015-11-20,0,0,85,55,10
2015-11-21,0.89,0,87,57,35
2015-11-22,1.57,0,85,59,38
2015-11-23,2.01,0,81,55,25
2015-11-24,1.12,0.01,70,52,31
2015-11-25,2.24,0,63,50,34
2015-11-26,2.01,0,64,48,32
2015-11-27,2.68,0,64,50,31
2015-11-28,1.34,0,64,46,31
2015-11-29,1.34,0,67,50,34
2015-11-30,1.79,0,66,46,27
2015-12-01,1.79,0,72,47,23
2015-12-02,1.57,0,78,50,26
2015-12-03,1.57,0,76,56,13
2015-12-04,0.22,0,67,51,10
2015-12-05,1.57,0,77,49,30
2015-12-06,1.57,0,78,56,31
2015-12-07,1.12,0,81,55,17
2015-12-08,0.22,0,83,54,14
2015-12-09,0.22,0,75,55,6
2015-12-10,2.01,0,68,52,26
2015-12-11,2.91,0.05,65,52,36
2015-12-12,4.03,0,68,51,32
2015-12-13,2.01,0.16,66,47,34
